PIN,complete,date,calendar_time,timestamp,location,timezone,stage,commit,version,block,interval,event_type,event_raw,event_converted
'00001',y,30-07-2020,12:34:31,369068,local,local,VVR_3,dcfd592,B,3,50,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:34:31,369071,local,local,VVR_3,dcfd592,B,3,50,key release,37,leftarrow key released
'00001',y,30-07-2020,12:34:32,NA,local,local,VVR_3,dcfd592,B,3,50,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:34:32,370574,local,local,VVR_3,dcfd592,B,3,51,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:34:32,370575,local,local,VVR_3,dcfd592,B,3,51,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:34:32,370577,local,local,VVR_3,dcfd592,B,3,51,key release,39,rightarrow key released
'00001',y,30-07-2020,12:34:33,NA,local,local,VVR_3,dcfd592,B,3,51,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:34:34,372082,local,local,VVR_3,dcfd592,B,3,52,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:34:34,372082,local,local,VVR_3,dcfd592,B,3,52,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:34:34,372086,local,local,VVR_3,dcfd592,B,3,52,key release,39,rightarrow key released
'00001',y,30-07-2020,12:34:35,NA,local,local,VVR_3,dcfd592,B,3,52,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:34:35,373590,local,local,VVR_3,dcfd592,B,3,53,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:34:35,373591,local,local,VVR_3,dcfd592,B,3,53,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:34:35,373594,local,local,VVR_3,dcfd592,B,3,53,key release,39,rightarrow key released
'00001',y,30-07-2020,12:34:36,374778,local,local,VVR_3,dcfd592,B,3,53,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:34:37,375098,local,local,VVR_3,dcfd592,B,3,54,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:34:37,375098,local,local,VVR_3,dcfd592,B,3,54,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:34:37,375100,local,local,VVR_3,dcfd592,B,3,54,key release,37,leftarrow key released
'00001',y,30-07-2020,12:34:39,NA,local,local,VVR_3,dcfd592,B,3,54,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:34:39,377603,local,local,VVR_3,dcfd592,B,3,55,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:34:39,377603,local,local,VVR_3,dcfd592,B,3,55,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:34:39,377604,local,local,VVR_3,dcfd592,B,3,55,key release,37,leftarrow key released
'00001',y,30-07-2020,12:34:40,378780,local,local,VVR_3,dcfd592,B,3,55,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:34:41,379108,local,local,VVR_3,dcfd592,B,3,56,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:34:41,379108,local,local,VVR_3,dcfd592,B,3,56,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:34:41,379111,local,local,VVR_3,dcfd592,B,3,56,key release,37,leftarrow key released
'00001',y,30-07-2020,12:34:43,381281,local,local,VVR_3,dcfd592,B,3,56,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:34:43,381615,local,local,VVR_3,dcfd592,B,3,57,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:34:43,381616,local,local,VVR_3,dcfd592,B,3,57,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:34:43,381619,local,local,VVR_3,dcfd592,B,3,57,key release,37,leftarrow key released
'00001',y,30-07-2020,12:34:45,383782,local,local,VVR_3,dcfd592,B,3,57,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:34:46,384122,local,local,VVR_3,dcfd592,B,3,58,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:34:46,384123,local,local,VVR_3,dcfd592,B,3,58,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:34:46,384125,local,local,VVR_3,dcfd592,B,3,58,key release,37,leftarrow key released
'00001',y,30-07-2020,12:34:48,386283,local,local,VVR_3,dcfd592,B,3,58,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:34:48,386628,local,local,VVR_3,dcfd592,B,3,59,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:34:48,386628,local,local,VVR_3,dcfd592,B,3,59,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:34:48,386631,local,local,VVR_3,dcfd592,B,3,59,key release,37,leftarrow key released
'00001',y,30-07-2020,12:34:50,388784,local,local,VVR_3,dcfd592,B,3,59,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:34:51,389135,local,local,VVR_3,dcfd592,B,3,60,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:34:51,389135,local,local,VVR_3,dcfd592,B,3,60,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:34:51,389137,local,local,VVR_3,dcfd592,B,3,60,key release,39,rightarrow key released
'00001',y,30-07-2020,12:34:53,391285,local,local,VVR_3,dcfd592,B,3,60,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:34:54,392306,local,local,VVR_3,dcfd592,B,3,NA,question appears,question 1(a) appears,VVR_3 text appears
'00001',y,30-07-2020,12:34:55,393658,local,local,VVR_3,dcfd592,B,3,NA,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:34:55,393660,local,local,VVR_3,dcfd592,B,3,NA,question appears,question 1(b) appears,VVR_3 text appears
'00001',y,30-07-2020,12:34:55,393663,local,local,VVR_3,dcfd592,B,3,NA,key release,37,leftarrow key released
'00001',y,30-07-2020,12:34:55,393684,local,local,VVR_3,dcfd592,B,3,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:34:55,393701,local,local,VVR_3,dcfd592,B,3,NA,VAS answer has been made,7.99,7.99 answer has been made
'00001',y,30-07-2020,12:34:55,393701,local,local,VVR_3,dcfd592,B,3,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:34:56,394232,local,local,VVR_3,dcfd592,B,NA,NA,text appears,correct_text,Correct! text appears
'00001',y,30-07-2020,12:34:57,395260,local,local,VVR_3,dcfd592,B,3,NA,question appears,question 2(a) appears,VVR_3 text appears
'00001',y,30-07-2020,12:34:58,396302,local,local,VVR_3,dcfd592,B,3,NA,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:34:58,396304,local,local,VVR_3,dcfd592,B,3,NA,question appears,question 2(b) appears,VVR_3 text appears
'00001',y,30-07-2020,12:34:58,396307,local,local,VVR_3,dcfd592,B,3,NA,key release,39,rightarrow key released
'00001',y,30-07-2020,12:34:58,396315,local,local,VVR_3,dcfd592,B,3,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:34:58,396331,local,local,VVR_3,dcfd592,B,3,NA,VAS answer has been made,2.83,2.83 answer has been made
'00001',y,30-07-2020,12:34:58,396332,local,local,VVR_3,dcfd592,B,3,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:34:59,396851,local,local,VVR_3,dcfd592,B,NA,NA,text appears,correct_text,Correct! text appears
'00001',y,30-07-2020,12:35:00,397874,local,local,VVR_3,dcfd592,B,4,1,image appears,/static/images/vending_machine.svg,blank vending machine appears
'00001',y,30-07-2020,12:35:00,397907,local,local,VVR_3,dcfd592,B,4,1,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:35:00,397907,local,local,VVR_3,dcfd592,B,4,1,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:35:00,397908,local,local,VVR_3,dcfd592,B,4,1,key release,37,leftarrow key released
'00001',y,30-07-2020,12:35:01,NA,local,local,VVR_3,dcfd592,B,4,1,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:35:01,399409,local,local,VVR_3,dcfd592,B,4,2,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:35:01,399409,local,local,VVR_3,dcfd592,B,4,2,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:35:01,399411,local,local,VVR_3,dcfd592,B,4,2,key release,39,rightarrow key released
'00001',y,30-07-2020,12:35:03,NA,local,local,VVR_3,dcfd592,B,4,2,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:35:03,400914,local,local,VVR_3,dcfd592,B,4,3,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:35:03,400914,local,local,VVR_3,dcfd592,B,4,3,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:35:03,400915,local,local,VVR_3,dcfd592,B,4,3,key release,39,rightarrow key released
'00001',y,30-07-2020,12:35:04,NA,local,local,VVR_3,dcfd592,B,4,3,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:35:04,402418,local,local,VVR_3,dcfd592,B,4,4,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:35:04,402418,local,local,VVR_3,dcfd592,B,4,4,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:35:04,402419,local,local,VVR_3,dcfd592,B,4,4,key release,39,rightarrow key released
'00001',y,30-07-2020,12:35:06,403875,local,local,VVR_3,dcfd592,B,4,4,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:35:06,403920,local,local,VVR_3,dcfd592,B,4,5,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:35:06,403921,local,local,VVR_3,dcfd592,B,4,5,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:35:06,403922,local,local,VVR_3,dcfd592,B,4,5,key release,39,rightarrow key released
'00001',y,30-07-2020,12:35:08,406377,local,local,VVR_3,dcfd592,B,4,5,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:35:08,406424,local,local,VVR_3,dcfd592,B,4,6,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:35:08,406424,local,local,VVR_3,dcfd592,B,4,6,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:35:08,406425,local,local,VVR_3,dcfd592,B,4,6,key release,39,rightarrow key released
'00001',y,30-07-2020,12:35:11,NA,local,local,VVR_3,dcfd592,B,4,6,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:35:11,408928,local,local,VVR_3,dcfd592,B,4,7,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:35:11,408928,local,local,VVR_3,dcfd592,B,4,7,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:35:11,408930,local,local,VVR_3,dcfd592,B,4,7,key release,37,leftarrow key released
'00001',y,30-07-2020,12:35:12,NA,local,local,VVR_3,dcfd592,B,4,7,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:35:12,410434,local,local,VVR_3,dcfd592,B,4,8,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:35:12,410434,local,local,VVR_3,dcfd592,B,4,8,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:35:12,410437,local,local,VVR_3,dcfd592,B,4,8,key release,39,rightarrow key released
'00001',y,30-07-2020,12:35:14,NA,local,local,VVR_3,dcfd592,B,4,8,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:35:14,411940,local,local,VVR_3,dcfd592,B,4,9,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:35:14,411940,local,local,VVR_3,dcfd592,B,4,9,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:35:14,411942,local,local,VVR_3,dcfd592,B,4,9,key release,39,rightarrow key released
'00001',y,30-07-2020,12:35:15,NA,local,local,VVR_3,dcfd592,B,4,9,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:35:15,413445,local,local,VVR_3,dcfd592,B,4,10,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:35:15,413446,local,local,VVR_3,dcfd592,B,4,10,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:35:15,413448,local,local,VVR_3,dcfd592,B,4,10,key release,37,leftarrow key released
'00001',y,30-07-2020,12:35:17,NA,local,local,VVR_3,dcfd592,B,4,10,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:35:17,414952,local,local,VVR_3,dcfd592,B,4,11,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:35:17,414952,local,local,VVR_3,dcfd592,B,4,11,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:35:17,414954,local,local,VVR_3,dcfd592,B,4,11,key release,37,leftarrow key released
'00001',y,30-07-2020,12:35:18,416379,local,local,VVR_3,dcfd592,B,4,11,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:35:18,416457,local,local,VVR_3,dcfd592,B,4,12,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:35:18,416457,local,local,VVR_3,dcfd592,B,4,12,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:35:18,416458,local,local,VVR_3,dcfd592,B,4,12,key release,39,rightarrow key released
'00001',y,30-07-2020,12:35:21,NA,local,local,VVR_3,dcfd592,B,4,12,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:35:21,418960,local,local,VVR_3,dcfd592,B,4,13,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:35:21,418960,local,local,VVR_3,dcfd592,B,4,13,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:35:21,418961,local,local,VVR_3,dcfd592,B,4,13,key release,37,leftarrow key released
'00001',y,30-07-2020,12:35:22,NA,local,local,VVR_3,dcfd592,B,4,13,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:35:22,420464,local,local,VVR_3,dcfd592,B,4,14,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:35:22,420465,local,local,VVR_3,dcfd592,B,4,14,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:35:22,420467,local,local,VVR_3,dcfd592,B,4,14,key release,39,rightarrow key released
'00001',y,30-07-2020,12:35:24,NA,local,local,VVR_3,dcfd592,B,4,14,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:35:24,421970,local,local,VVR_3,dcfd592,B,4,15,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:35:24,421970,local,local,VVR_3,dcfd592,B,4,15,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:35:24,421972,local,local,VVR_3,dcfd592,B,4,15,key release,39,rightarrow key released
'00001',y,30-07-2020,12:35:25,423381,local,local,VVR_3,dcfd592,B,4,15,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:35:25,423476,local,local,VVR_3,dcfd592,B,4,16,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:35:25,423476,local,local,VVR_3,dcfd592,B,4,16,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:35:25,423479,local,local,VVR_3,dcfd592,B,4,16,key release,37,leftarrow key released
'00001',y,30-07-2020,12:35:28,425881,local,local,VVR_3,dcfd592,B,4,16,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:35:28,425983,local,local,VVR_3,dcfd592,B,4,17,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:35:28,425983,local,local,VVR_3,dcfd592,B,4,17,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:35:28,425985,local,local,VVR_3,dcfd592,B,4,17,key release,37,leftarrow key released
'00001',y,30-07-2020,12:35:30,428382,local,local,VVR_3,dcfd592,B,4,17,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:35:30,428488,local,local,VVR_3,dcfd592,B,4,18,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:35:30,428489,local,local,VVR_3,dcfd592,B,4,18,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:35:30,428490,local,local,VVR_3,dcfd592,B,4,18,key release,37,leftarrow key released
'00001',y,30-07-2020,12:35:33,430884,local,local,VVR_3,dcfd592,B,4,18,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:35:33,430994,local,local,VVR_3,dcfd592,B,4,19,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:35:33,430995,local,local,VVR_3,dcfd592,B,4,19,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:35:33,430998,local,local,VVR_3,dcfd592,B,4,19,key release,37,leftarrow key released
'00001',y,30-07-2020,12:35:35,433385,local,local,VVR_3,dcfd592,B,4,19,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:35:35,433502,local,local,VVR_3,dcfd592,B,4,20,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:35:35,433503,local,local,VVR_3,dcfd592,B,4,20,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:35:35,433504,local,local,VVR_3,dcfd592,B,4,20,key release,39,rightarrow key released
'00001',y,30-07-2020,12:35:38,435886,local,local,VVR_3,dcfd592,B,4,20,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:35:38,436007,local,local,VVR_3,dcfd592,B,4,21,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:35:38,436007,local,local,VVR_3,dcfd592,B,4,21,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:35:38,436010,local,local,VVR_3,dcfd592,B,4,21,key release,39,rightarrow key released
'00001',y,30-07-2020,12:35:40,438387,local,local,VVR_3,dcfd592,B,4,21,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:35:40,438514,local,local,VVR_3,dcfd592,B,4,22,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:35:40,438514,local,local,VVR_3,dcfd592,B,4,22,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:35:40,438517,local,local,VVR_3,dcfd592,B,4,22,key release,37,leftarrow key released
'00001',y,30-07-2020,12:35:43,NA,local,local,VVR_3,dcfd592,B,4,22,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:35:43,441021,local,local,VVR_3,dcfd592,B,4,23,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:35:43,441022,local,local,VVR_3,dcfd592,B,4,23,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:35:43,441025,local,local,VVR_3,dcfd592,B,4,23,key release,39,rightarrow key released
'00001',y,30-07-2020,12:35:44,442388,local,local,VVR_3,dcfd592,B,4,23,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:35:44,442529,local,local,VVR_3,dcfd592,B,4,24,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:35:44,442530,local,local,VVR_3,dcfd592,B,4,24,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:35:44,442532,local,local,VVR_3,dcfd592,B,4,24,key release,37,leftarrow key released
'00001',y,30-07-2020,12:35:47,NA,local,local,VVR_3,dcfd592,B,4,24,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:35:47,445036,local,local,VVR_3,dcfd592,B,4,25,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:35:47,445037,local,local,VVR_3,dcfd592,B,4,25,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:35:47,445040,local,local,VVR_3,dcfd592,B,4,25,key release,39,rightarrow key released
'00001',y,30-07-2020,12:35:48,446390,local,local,VVR_3,dcfd592,B,4,25,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:35:48,446542,local,local,VVR_3,dcfd592,B,4,26,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:35:48,446542,local,local,VVR_3,dcfd592,B,4,26,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:35:48,446543,local,local,VVR_3,dcfd592,B,4,26,key release,37,leftarrow key released
'00001',y,30-07-2020,12:35:51,448891,local,local,VVR_3,dcfd592,B,4,26,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:35:51,449046,local,local,VVR_3,dcfd592,B,4,27,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:35:51,449046,local,local,VVR_3,dcfd592,B,4,27,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:35:51,449047,local,local,VVR_3,dcfd592,B,4,27,key release,39,rightarrow key released
'00001',y,30-07-2020,12:35:53,451392,local,local,VVR_3,dcfd592,B,4,27,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:35:53,451549,local,local,VVR_3,dcfd592,B,4,28,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:35:53,451549,local,local,VVR_3,dcfd592,B,4,28,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:35:53,451551,local,local,VVR_3,dcfd592,B,4,28,key release,37,leftarrow key released
'00001',y,30-07-2020,12:35:56,453893,local,local,VVR_3,dcfd592,B,4,28,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:35:56,454054,local,local,VVR_3,dcfd592,B,4,29,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:35:56,454054,local,local,VVR_3,dcfd592,B,4,29,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:35:56,454056,local,local,VVR_3,dcfd592,B,4,29,key release,39,rightarrow key released
'00001',y,30-07-2020,12:35:58,456394,local,local,VVR_3,dcfd592,B,4,29,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:35:58,456558,local,local,VVR_3,dcfd592,B,4,30,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:35:58,456558,local,local,VVR_3,dcfd592,B,4,30,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:35:58,456560,local,local,VVR_3,dcfd592,B,4,30,key release,39,rightarrow key released
'00001',y,30-07-2020,12:36:01,458895,local,local,VVR_3,dcfd592,B,4,30,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:36:01,459063,local,local,VVR_3,dcfd592,B,4,31,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:36:01,459063,local,local,VVR_3,dcfd592,B,4,31,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:36:01,459065,local,local,VVR_3,dcfd592,B,4,31,key release,39,rightarrow key released
'00001',y,30-07-2020,12:36:03,461396,local,local,VVR_3,dcfd592,B,4,31,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:36:03,461568,local,local,VVR_3,dcfd592,B,4,32,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:36:03,461568,local,local,VVR_3,dcfd592,B,4,32,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:36:03,461571,local,local,VVR_3,dcfd592,B,4,32,key release,37,leftarrow key released
'00001',y,30-07-2020,12:36:06,463897,local,local,VVR_3,dcfd592,B,4,32,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:36:06,464075,local,local,VVR_3,dcfd592,B,4,33,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:36:06,464076,local,local,VVR_3,dcfd592,B,4,33,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:36:06,464078,local,local,VVR_3,dcfd592,B,4,33,key release,37,leftarrow key released
'00001',y,30-07-2020,12:36:08,466398,local,local,VVR_3,dcfd592,B,4,33,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:36:08,466583,local,local,VVR_3,dcfd592,B,4,34,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:36:08,466584,local,local,VVR_3,dcfd592,B,4,34,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:36:08,466588,local,local,VVR_3,dcfd592,B,4,34,key release,39,rightarrow key released
'00001',y,30-07-2020,12:36:11,NA,local,local,VVR_3,dcfd592,B,4,34,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:36:11,469092,local,local,VVR_3,dcfd592,B,4,35,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:36:11,469093,local,local,VVR_3,dcfd592,B,4,35,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:36:11,469096,local,local,VVR_3,dcfd592,B,4,35,key release,37,leftarrow key released
'00001',y,30-07-2020,12:36:12,NA,local,local,VVR_3,dcfd592,B,4,35,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:36:12,470600,local,local,VVR_3,dcfd592,B,4,36,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:36:12,470601,local,local,VVR_3,dcfd592,B,4,36,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:36:12,470604,local,local,VVR_3,dcfd592,B,4,36,key release,39,rightarrow key released
'00001',y,30-07-2020,12:36:14,NA,local,local,VVR_3,dcfd592,B,4,36,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:36:14,472110,local,local,VVR_3,dcfd592,B,4,37,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:36:14,472110,local,local,VVR_3,dcfd592,B,4,37,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:36:14,472113,local,local,VVR_3,dcfd592,B,4,37,key release,37,leftarrow key released
'00001',y,30-07-2020,12:36:15,NA,local,local,VVR_3,dcfd592,B,4,37,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:36:15,473615,local,local,VVR_3,dcfd592,B,4,38,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:36:15,473615,local,local,VVR_3,dcfd592,B,4,38,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:36:15,473617,local,local,VVR_3,dcfd592,B,4,38,key release,37,leftarrow key released
'00001',y,30-07-2020,12:36:17,NA,local,local,VVR_3,dcfd592,B,4,38,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:36:17,475118,local,local,VVR_3,dcfd592,B,4,39,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:36:17,475118,local,local,VVR_3,dcfd592,B,4,39,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:36:17,475120,local,local,VVR_3,dcfd592,B,4,39,key release,37,leftarrow key released
'00001',y,30-07-2020,12:36:18,NA,local,local,VVR_3,dcfd592,B,4,39,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:36:18,476622,local,local,VVR_3,dcfd592,B,4,40,key press,37,leftarrow key pressed
